1,1,9.99000999000999E-4,shimizu_agent@140,(Offer  bid:Bid[Location: TU Twente, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
661,1,0.6603396603396603,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
661,2,0.6603396603396603,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
662,1,0.6613386613386614,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
662,2,0.6613386613386614,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
663,1,0.6623376623376623,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
663,2,0.6623376623376623,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
664,1,0.6633366633366633,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
664,2,0.6633366633366633,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
665,1,0.6643356643356644,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
665,2,0.6643356643356644,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
666,1,0.6653346653346653,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
666,2,0.6653346653346653,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
667,1,0.6663336663336663,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
667,2,0.6663336663336663,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
668,1,0.6673326673326674,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
668,2,0.6673326673326674,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
669,1,0.6683316683316683,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
669,2,0.6683316683316683,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
670,1,0.6693306693306693,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
670,2,0.6693306693306693,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
671,1,0.6703296703296703,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
671,2,0.6703296703296703,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
672,1,0.6713286713286714,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
672,2,0.6713286713286714,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
673,1,0.6723276723276723,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bossos, Afternoon Slot: Miss. Getbizzy, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
673,2,0.6723276723276723,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
674,1,0.6733266733266733,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
674,2,0.6733266733266733,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
675,1,0.6743256743256744,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
675,2,0.6743256743256744,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
676,1,0.6753246753246753,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
676,2,0.6753246753246753,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
677,1,0.6763236763236763,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
677,2,0.6763236763236763,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
678,1,0.6773226773226774,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
678,2,0.6773226773226774,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
679,1,0.6783216783216783,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
679,2,0.6783216783216783,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
680,1,0.6793206793206793,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
680,2,0.6793206793206793,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
681,1,0.6803196803196803,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
681,2,0.6803196803196803,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
682,1,0.6813186813186813,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
682,2,0.6813186813186813,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
683,1,0.6823176823176823,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
683,2,0.6823176823176823,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
684,1,0.6833166833166833,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
684,2,0.6833166833166833,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
685,1,0.6843156843156843,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
685,2,0.6843156843156843,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
686,1,0.6853146853146853,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
686,2,0.6853146853146853,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
687,1,0.6863136863136863,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
687,2,0.6863136863136863,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
688,1,0.6873126873126874,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
688,2,0.6873126873126874,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
689,1,0.6883116883116883,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
689,2,0.6883116883116883,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
690,1,0.6893106893106893,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
690,2,0.6893106893106893,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
691,1,0.6903096903096904,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
691,2,0.6903096903096904,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
692,1,0.6913086913086913,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
692,2,0.6913086913086913,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
693,1,0.6923076923076923,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
693,2,0.6923076923076923,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
694,1,0.6933066933066933,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
694,2,0.6933066933066933,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
695,1,0.6943056943056943,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
695,2,0.6943056943056943,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Bidarra, Afternoon Slot: Mr. Ahuff, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
696,1,0.6953046953046953,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
696,2,0.6953046953046953,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
697,1,0.6963036963036963,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
697,2,0.6963036963036963,boa-negotiator.boaframework.offeringstrategy.other.TimeDependent_Offering_e_min_k_max-negotiator.boaframework.acceptanceconditions.other.AC_Next_a_b-negotiator.boaframework.opponentmodel.HardHeadedFrequencyModel_l-negotiator.boaframework.omstrategy.BestBid_t@141,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Eisemann, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
698,1,0.6973026973026973,shimizu_agent@140,(Offer  bid:Bid[Location: Tu Delft, Morning Slot: Mr. Goedeovergeburen, Afternoon Slot: Mr. Talkolot, Evening Slot: Mr. LeeLoo, Drinks: non-Alcoholic beverages, Date: December])
