1,1,9.99000999000999E-4,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d3, e: e3, f: f3, g: g3, h: h3])
543,2,0.5424575424575424,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d3, e: e2, f: f3, g: g3, h: h2])
544,1,0.5434565434565435,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
544,2,0.5434565434565435,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
545,1,0.5444555444555444,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
545,2,0.5444555444555444,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d2, e: e1, f: f3, g: g1, h: h2])
546,1,0.5454545454545454,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
546,2,0.5454545454545454,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
547,1,0.5464535464535465,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
547,2,0.5464535464535465,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d3, e: e3, f: f1, g: g1, h: h2])
548,1,0.5474525474525475,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
548,2,0.5474525474525475,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
549,1,0.5484515484515484,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
549,2,0.5484515484515484,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b3, c: c2, d: d1, e: e1, f: f3, g: g1, h: h1])
550,1,0.5494505494505495,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
550,2,0.5494505494505495,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
551,1,0.5504495504495505,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
551,2,0.5504495504495505,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b3, c: c2, d: d2, e: e3, f: f1, g: g1, h: h1])
552,1,0.5514485514485514,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d2, e: e2, f: f3, g: g3, h: h3])
552,2,0.5514485514485514,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
553,1,0.5524475524475524,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
553,2,0.5524475524475524,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c3, d: d3, e: e3, f: f1, g: g1, h: h3])
554,1,0.5534465534465535,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
554,2,0.5534465534465535,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
555,1,0.5544455544455544,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
555,2,0.5544455544455544,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c3, d: d3, e: e3, f: f1, g: g1, h: h3])
556,1,0.5554445554445554,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
556,2,0.5554445554445554,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
557,1,0.5564435564435565,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
557,2,0.5564435564435565,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b3, c: c2, d: d1, e: e1, f: f1, g: g2, h: h1])
558,1,0.5574425574425574,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
558,2,0.5574425574425574,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
559,1,0.5584415584415584,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
559,2,0.5584415584415584,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d3, e: e1, f: f3, g: g1, h: h2])
560,1,0.5594405594405595,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
560,2,0.5594405594405595,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
561,1,0.5604395604395604,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
561,2,0.5604395604395604,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b2, c: c3, d: d1, e: e3, f: f2, g: g2, h: h1])
562,1,0.5614385614385614,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h2])
562,2,0.5614385614385614,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h2])
563,1,0.5624375624375625,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
563,2,0.5624375624375625,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
564,1,0.5634365634365635,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
564,2,0.5634365634365635,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d1, e: e1, f: f2, g: g2, h: h1])
565,1,0.5644355644355644,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h2])
565,2,0.5644355644355644,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h2])
566,1,0.5654345654345654,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
566,2,0.5654345654345654,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
567,1,0.5664335664335665,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h2])
567,2,0.5664335664335665,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c3, d: d1, e: e2, f: f1, g: g1, h: h2])
568,1,0.5674325674325674,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h2])
568,2,0.5674325674325674,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h2])
569,1,0.5684315684315684,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d2, e: e3, f: f3, g: g3, h: h3])
569,2,0.5684315684315684,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d2, e: e3, f: f3, g: g3, h: h3])
570,1,0.5694305694305695,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
570,2,0.5694305694305695,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
571,1,0.5704295704295704,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
571,2,0.5704295704295704,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e3, f: f1, g: g1, h: h2])
572,1,0.5714285714285714,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
572,2,0.5714285714285714,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d1, e: e2, f: f3, g: g3, h: h3])
573,1,0.5724275724275725,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
573,2,0.5724275724275725,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c3, d: d3, e: e2, f: f2, g: g1, h: h1])
574,1,0.5734265734265734,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
574,2,0.5734265734265734,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
575,1,0.5744255744255744,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
575,2,0.5744255744255744,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d2, e: e1, f: f2, g: g1, h: h2])
576,1,0.5754245754245755,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e2, f: f3, g: g3, h: h3])
576,2,0.5754245754245755,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d1, e: e2, f: f3, g: g3, h: h3])
577,1,0.5764235764235764,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
577,2,0.5764235764235764,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
578,1,0.5774225774225774,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
578,2,0.5774225774225774,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, e: e3, f: f2, g: g2, h: h2])
579,1,0.5784215784215784,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
579,2,0.5784215784215784,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b3, c: c2, d: d1, e: e1, f: f2, g: g2, h: h3])
580,1,0.5794205794205795,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
580,2,0.5794205794205795,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b2, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
581,1,0.5804195804195804,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
581,2,0.5804195804195804,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d3, e: e3, f: f1, g: g2, h: h1])
582,1,0.5814185814185814,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d2, e: e2, f: f3, g: g3, h: h3])
582,2,0.5814185814185814,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d2, e: e2, f: f3, g: g3, h: h3])
583,1,0.5824175824175825,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d2, e: e2, f: f3, g: g3, h: h3])
583,2,0.5824175824175825,SENGOKU@21,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e1, f: f2, g: g1, h: h1])
584,1,0.5834165834165834,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c1, d: d2, e: e2, f: f3, g: g3, h: h3])
584,2,0.5834165834165834,SENGOKU@21,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d2, e: e2, f: f3, g: g3, h: h3])
585,1,0.5844155844155844,boa-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OS-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_AS_a_b-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OM_l-.Users.shimizutakumu.IdeaProjects.genius.out.production.test.KANAC.shimizu_OMS_t@20,(Offer  bid:Bid[a: a3, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
585,2,0.5844155844155844,SENGOKU@21,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d3, e: e3, f: f3, g: g3, h: h3])
