1,1,9.99000999000999E-4,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Bike tours, Environment: Monuments])
578,2,0.5774225774225774,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Congress center, Sport: Outdoor activities, Environment: Square])
579,1,0.5784215784215784,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
579,2,0.5784215784215784,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
580,1,0.5794205794205795,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Monuments])
580,2,0.5794205794205795,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
581,1,0.5804195804195804,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Palace])
581,2,0.5804195804195804,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Museum, Sport: Outdoor activities, Environment: Square])
582,1,0.5814185814185814,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Palace])
582,2,0.5814185814185814,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
583,1,0.5824175824175825,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Casinos, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
583,2,0.5824175824175825,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Theater, Sport: Adventure, Environment: Square])
584,1,0.5834165834165834,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Palace])
584,2,0.5834165834165834,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Congress center, Sport: Adventure, Environment: Square])
585,1,0.5844155844155844,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Palace])
585,2,0.5844155844155844,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: International cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
586,1,0.5854145854145855,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Palace])
586,2,0.5854145854145855,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: International cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
587,1,0.5864135864135864,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
587,2,0.5864135864135864,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: International cuisine, Shopping: Shopping malls, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
588,1,0.5874125874125874,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
588,2,0.5874125874125874,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Indoor activities, Environment: Square])
589,1,0.5884115884115884,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
589,2,0.5884115884115884,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Adventure, Environment: Square])
590,1,0.5894105894105894,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
590,2,0.5894105894105894,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: International cuisine, Shopping: Markets, Culture: Music hall, Sport: Indoor activities, Environment: Square])
591,1,0.5904095904095904,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
591,2,0.5904095904095904,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: International cuisine, Shopping: Shopping malls, Culture: Cinema, Sport: Hiking, Environment: Square])
592,1,0.5914085914085914,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
592,2,0.5914085914085914,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: Lunch facilities, Shopping: Markets, Culture: Music hall, Sport: Hiking, Environment: Square])
593,1,0.5924075924075924,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
593,2,0.5924075924075924,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Shopping malls, Culture: Art gallery, Sport: Indoor activities, Environment: Square])
594,1,0.5934065934065934,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
594,2,0.5934065934065934,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Art gallery, Sport: Hiking, Environment: Square])
595,1,0.5944055944055944,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
595,2,0.5944055944055944,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Streets, Culture: Art gallery, Sport: Bike tours, Environment: Square])
596,1,0.5954045954045954,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
596,2,0.5954045954045954,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: International cuisine, Shopping: Shopping malls, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
597,1,0.5964035964035964,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
597,2,0.5964035964035964,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Small boutiques, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
598,1,0.5974025974025974,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
598,2,0.5974025974025974,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Music hall, Sport: Adventure, Environment: Square])
599,1,0.5984015984015985,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
599,2,0.5984015984015985,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
600,1,0.5994005994005994,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
600,2,0.5994005994005994,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: Lunch facilities, Shopping: Markets, Culture: Art gallery, Sport: Indoor activities, Environment: Square])
601,1,0.6003996003996004,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
601,2,0.6003996003996004,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: International cuisine, Shopping: Markets, Culture: Art gallery, Sport: Adventure, Environment: Square])
602,1,0.6013986013986014,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Outdoor activities, Environment: Palace])
602,2,0.6013986013986014,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: International cuisine, Shopping: Markets, Culture: Art gallery, Sport: Indoor activities, Environment: Square])
603,1,0.6023976023976024,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
603,2,0.6023976023976024,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Streets, Culture: Cinema, Sport: Hiking, Environment: Square])
604,1,0.6033966033966034,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Festivals, Culinary: International cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
604,2,0.6033966033966034,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Shopping malls, Culture: Theater, Sport: Hiking, Environment: Square])
605,1,0.6043956043956044,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
605,2,0.6043956043956044,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Outdoor activities, Environment: Square])
606,1,0.6053946053946054,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
606,2,0.6053946053946054,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
607,1,0.6063936063936064,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
607,2,0.6063936063936064,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Museum, Sport: Indoor activities, Environment: Square])
608,1,0.6073926073926074,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
608,2,0.6073926073926074,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Markets, Culture: Museum, Sport: Hiking, Environment: Square])
609,1,0.6083916083916084,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
609,2,0.6083916083916084,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: Lunch facilities, Shopping: Markets, Culture: Museum, Sport: Outdoor activities, Environment: Square])
610,1,0.6093906093906094,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
610,2,0.6093906093906094,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: International cuisine, Shopping: Markets, Culture: Congress center, Sport: Outdoor activities, Environment: Square])
611,1,0.6103896103896104,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Security (personal), Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
611,2,0.6103896103896104,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Outdoor activities, Environment: Square])
612,1,0.6113886113886113,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Security (personal), Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
612,2,0.6113886113886113,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: International cuisine, Shopping: Streets, Culture: Music hall, Sport: Bike tours, Environment: Square])
613,1,0.6123876123876124,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
613,2,0.6123876123876124,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: International cuisine, Shopping: Streets, Culture: Music hall, Sport: Bike tours, Environment: Square])
614,1,0.6133866133866134,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Security (personal), Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
614,2,0.6133866133866134,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Museum, Sport: Outdoor activities, Environment: Square])
615,1,0.6143856143856143,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
615,2,0.6143856143856143,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Museum, Sport: Bike tours, Environment: Square])
616,1,0.6153846153846154,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
616,2,0.6153846153846154,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: International cuisine, Shopping: Shopping malls, Culture: Museum, Sport: Bike tours, Environment: Square])
617,1,0.6163836163836164,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Security (personal), Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
617,2,0.6163836163836164,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Congress center, Sport: Outdoor activities, Environment: Square])
618,1,0.6173826173826173,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
618,2,0.6173826173826173,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: International cuisine, Shopping: Shopping malls, Culture: Congress center, Sport: Bike tours, Environment: Square])
619,1,0.6183816183816184,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Security (personal), Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
619,2,0.6183816183816184,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Art gallery, Sport: Indoor activities, Environment: Square])
620,1,0.6193806193806194,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Security (personal), Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
620,2,0.6193806193806194,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Zoo, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Art gallery, Sport: Hiking, Environment: Square])
621,1,0.6203796203796204,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Security (personal), Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
621,2,0.6203796203796204,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Lunch facilities, Shopping: Small boutiques, Culture: Music hall, Sport: Adventure, Environment: Square])
622,1,0.6213786213786214,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
622,2,0.6213786213786214,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightclubs, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Square])
623,1,0.6223776223776224,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
623,2,0.6223776223776224,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: International cuisine, Shopping: Small boutiques, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
624,1,0.6233766233766234,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Monuments])
624,2,0.6233766233766234,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: International cuisine, Shopping: Streets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
625,1,0.6243756243756243,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Security (personal), Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
625,2,0.6243756243756243,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Amusement park, Culinary: International cuisine, Shopping: Small boutiques, Culture: Cinema, Sport: Indoor activities, Environment: Square])
626,1,0.6253746253746254,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
626,2,0.6253746253746254,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Shopping malls, Culture: Congress center, Sport: Indoor activities, Environment: Square])
627,1,0.6263736263736264,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
627,2,0.6263736263736264,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Festivals, Culinary: International cuisine, Shopping: Shopping malls, Culture: Congress center, Sport: Hiking, Environment: Square])
628,1,0.6273726273726273,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
628,2,0.6273726273726273,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Hiking, Environment: Square])
629,1,0.6283716283716284,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
629,2,0.6283716283716284,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: International cuisine, Shopping: Shopping malls, Culture: Congress center, Sport: Outdoor activities, Environment: Square])
630,1,0.6293706293706294,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
630,2,0.6293706293706294,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Music hall, Sport: Outdoor activities, Environment: Square])
631,1,0.6303696303696303,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
631,2,0.6303696303696303,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Casinos, Culinary: International cuisine, Shopping: Small boutiques, Culture: Art gallery, Sport: Outdoor activities, Environment: Square])
632,1,0.6313686313686314,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
632,2,0.6313686313686314,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: Lunch facilities, Shopping: Markets, Culture: Museum, Sport: Indoor activities, Environment: Square])
633,1,0.6323676323676324,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Monuments])
633,2,0.6323676323676324,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Excursion, Culinary: International cuisine, Shopping: Markets, Culture: Museum, Sport: Hiking, Environment: Square])
634,1,0.6333666333666333,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Streets, Culture: Cinema, Sport: Bike tours, Environment: Palace])
634,2,0.6333666333666333,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Local cuisine, Shopping: Markets, Culture: Cinema, Sport: Hiking, Environment: Square])
635,1,0.6343656343656343,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Palace])
635,2,0.6343656343656343,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Shopping malls, Culture: Cinema, Sport: Bike tours, Environment: Square])
636,1,0.6353646353646354,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Palace])
636,2,0.6353646353646354,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Museum, Sport: Indoor activities, Environment: Square])
637,1,0.6363636363636364,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Palace])
637,2,0.6363636363636364,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Small boutiques, Culture: Theater, Sport: Adventure, Environment: Square])
638,1,0.6373626373626373,shimizu_agent@0,(Offer  bid:Bid[Atmosphere: Hospitality, Amusement: Nightlife and entertainment, Culinary: International cuisine, Shopping: Markets, Culture: Theater, Sport: Bike tours, Environment: Palace])
638,2,0.6373626373626373,BoulwareNegotiationParty@1,(Offer  bid:Bid[Atmosphere: Turistic activities, Amusement: Nightlife and entertainment, Culinary: Lunch facilities, Shopping: Streets, Culture: Theater, Sport: Adventure, Environment: Square])
