1,1,9.99000999000999E-4,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Specialized Materials])
419,2,0.41858141858141856,TimeDependentAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Special Equiment])
420,1,0.4195804195804196,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Specialized Materials])
420,2,0.4195804195804196,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Beer Only, Location: Ballroom, Invitations: Plain, Music: Band, Cleanup: Water and Soap])
421,1,0.4205794205794206,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Specialized Materials])
421,2,0.4205794205794206,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Custom, Printed, Music: DJ, Cleanup: Specialized Materials])
422,1,0.42157842157842157,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Specialized Materials])
422,2,0.42157842157842157,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Custom, Printed, Music: MP3, Cleanup: Special Equiment])
423,1,0.4225774225774226,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Specialized Materials])
423,2,0.4225774225774226,TimeDependentAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Non-Alcoholic, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Hired Help])
424,1,0.42357642357642356,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: DJ, Cleanup: Specialized Materials])
424,2,0.42357642357642356,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Tent, Invitations: Custom, Printed, Music: DJ, Cleanup: Hired Help])
425,1,0.4245754245754246,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
425,2,0.4245754245754246,TimeDependentAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Non-Alcoholic, Location: Party Room, Invitations: Custom, Handmade, Music: MP3, Cleanup: Water and Soap])
426,1,0.4255744255744256,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
426,2,0.4255744255744256,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Tent, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
427,1,0.42657342657342656,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
427,2,0.42657342657342656,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Non-Alcoholic, Location: Your Dorm, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
428,1,0.4275724275724276,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
428,2,0.4275724275724276,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Catering, Location: Ballroom, Invitations: Plain, Music: MP3, Cleanup: Water and Soap])
429,1,0.42857142857142855,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
429,2,0.42857142857142855,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Party Tent, Invitations: Plain, Music: Band, Cleanup: Hired Help])
430,1,0.42957042957042957,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
430,2,0.42957042957042957,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Beer Only, Location: Your Dorm, Invitations: Custom, Printed, Music: DJ, Cleanup: Water and Soap])
431,1,0.4305694305694306,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
431,2,0.4305694305694306,TimeDependentAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Catering, Location: Party Tent, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
432,1,0.43156843156843155,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
432,2,0.43156843156843155,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Photo, Music: DJ, Cleanup: Water and Soap])
433,1,0.4325674325674326,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
433,2,0.4325674325674326,TimeDependentAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Your Dorm, Invitations: Photo, Music: Band, Cleanup: Water and Soap])
434,1,0.43356643356643354,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
434,2,0.43356643356643354,TimeDependentAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Non-Alcoholic, Location: Ballroom, Invitations: Custom, Printed, Music: Band, Cleanup: Water and Soap])
435,1,0.43456543456543456,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
435,2,0.43456543456543456,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: Band, Cleanup: Water and Soap])
436,1,0.4355644355644356,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
436,2,0.4355644355644356,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Custom, Printed, Music: Band, Cleanup: Special Equiment])
437,1,0.43656343656343655,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
437,2,0.43656343656343655,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Custom, Handmade, Music: Band, Cleanup: Water and Soap])
438,1,0.43756243756243757,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
438,2,0.43756243756243757,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Catering, Location: Your Dorm, Invitations: Custom, Printed, Music: Band, Cleanup: Water and Soap])
439,1,0.4385614385614386,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
439,2,0.4385614385614386,TimeDependentAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Party Tent, Invitations: Custom, Handmade, Music: Band, Cleanup: Water and Soap])
440,1,0.43956043956043955,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
440,2,0.43956043956043955,TimeDependentAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Plain, Music: MP3, Cleanup: Hired Help])
441,1,0.4405594405594406,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
441,2,0.4405594405594406,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Non-Alcoholic, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Specialized Materials])
442,1,0.44155844155844154,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
442,2,0.44155844155844154,TimeDependentAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Non-Alcoholic, Location: Party Room, Invitations: Plain, Music: MP3, Cleanup: Hired Help])
443,1,0.44255744255744256,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
443,2,0.44255744255744256,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Party Tent, Invitations: Plain, Music: DJ, Cleanup: Hired Help])
444,1,0.4435564435564436,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
444,2,0.4435564435564436,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Specialized Materials])
445,1,0.44455544455544455,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
445,2,0.44455544455544455,TimeDependentAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: MP3, Cleanup: Hired Help])
446,1,0.44555444555444557,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
446,2,0.44555444555444557,TimeDependentAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Photo, Music: Band, Cleanup: Water and Soap])
447,1,0.44655344655344653,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
447,2,0.44655344655344653,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Your Dorm, Invitations: Photo, Music: DJ, Cleanup: Water and Soap])
448,1,0.44755244755244755,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
448,2,0.44755244755244755,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Non-Alcoholic, Location: Ballroom, Invitations: Custom, Printed, Music: DJ, Cleanup: Water and Soap])
449,1,0.4485514485514486,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
449,2,0.4485514485514486,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Beer Only, Location: Your Dorm, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
450,1,0.44955044955044954,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
450,2,0.44955044955044954,TimeDependentAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Custom, Printed, Music: DJ, Cleanup: Special Equiment])
451,1,0.45054945054945056,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
451,2,0.45054945054945056,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
452,1,0.4515484515484515,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
452,2,0.4515484515484515,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Catering, Location: Your Dorm, Invitations: Custom, Printed, Music: DJ, Cleanup: Water and Soap])
453,1,0.45254745254745254,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
453,2,0.45254745254745254,TimeDependentAgent@3,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Non-Alcoholic, Location: Ballroom, Invitations: Plain, Music: Band, Cleanup: Water and Soap])
454,1,0.45354645354645357,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
454,2,0.45354645354645357,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Plain, Music: Band, Cleanup: Hired Help])
455,1,0.45454545454545453,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
455,2,0.45454545454545453,TimeDependentAgent@3,(Offer  bid:Bid[Food: Handmade Food, Drinks: Handmade Cocktails, Location: Ballroom, Invitations: Plain, Music: Band, Cleanup: Special Equiment])
456,1,0.45554445554445555,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
456,2,0.45554445554445555,TimeDependentAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Catering, Location: Ballroom, Invitations: Plain, Music: DJ, Cleanup: Water and Soap])
457,1,0.4565434565434565,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
457,2,0.4565434565434565,TimeDependentAgent@3,(Offer  bid:Bid[Food: Finger-Food, Drinks: Catering, Location: Your Dorm, Invitations: Plain, Music: Band, Cleanup: Water and Soap])
458,1,0.45754245754245754,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT_a_b-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM_l-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Strategy1_t@2,(Offer  bid:Bid[Food: Chips and Nuts, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Handmade, Music: DJ, Cleanup: Water and Soap])
458,2,0.45754245754245754,TimeDependentAgent@3,(Offer  bid:Bid[Food: Catering, Drinks: Beer Only, Location: Party Room, Invitations: Custom, Printed, Music: Band, Cleanup: Specialized Materials])
