1,1,9.99000999000999E-4,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l1, m: m1, n: n1, o: o2, p: p1])
115,1,0.11488511488511488,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
115,2,0.11488511488511488,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e2, g: g2, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m2, n: n1, o: o1, p: p2])
116,1,0.11588411588411589,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
116,2,0.11588411588411589,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d1, e: e1, g: g1, f: f2, h: h1, i: i1, j: j1, k: k2, l: l2, m: m1, n: n1, o: o2, p: p2])
117,1,0.11688311688311688,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
117,2,0.11688311688311688,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, e: e1, g: g1, f: f1, h: h2, i: i2, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
118,1,0.11788211788211789,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
118,2,0.11788211788211789,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, g: g1, f: f2, h: h1, i: i1, j: j1, k: k2, l: l2, m: m1, n: n1, o: o1, p: p2])
119,1,0.11888111888111888,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
119,2,0.11888111888111888,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f2, h: h1, i: i1, j: j2, k: k1, l: l2, m: m1, n: n1, o: o1, p: p2])
120,1,0.11988011988011989,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
120,2,0.11988011988011989,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, g: g2, f: f1, h: h2, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
121,1,0.12087912087912088,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
121,2,0.12087912087912088,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e1, g: g2, f: f1, h: h2, i: i1, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
122,1,0.12187812187812187,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
122,2,0.12187812187812187,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e1, g: g1, f: f2, h: h2, i: i1, j: j1, k: k2, l: l2, m: m2, n: n2, o: o2, p: p2])
123,1,0.12287712287712288,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
123,2,0.12287712287712288,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e1, g: g2, f: f2, h: h1, i: i1, j: j1, k: k1, l: l2, m: m2, n: n1, o: o2, p: p1])
124,1,0.12387612387612387,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
124,2,0.12387612387612387,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, e: e1, g: g1, f: f2, h: h2, i: i2, j: j1, k: k1, l: l2, m: m2, n: n1, o: o2, p: p2])
125,1,0.12487512487512488,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
125,2,0.12487512487512488,kawaii@1,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d2, e: e1, g: g1, f: f2, h: h2, i: i1, j: j1, k: k1, l: l2, m: m2, n: n1, o: o2, p: p1])
126,1,0.1258741258741259,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
126,2,0.1258741258741259,kawaii@1,(Offer  bid:Bid[a: a2, b: b1, c: c1, d: d1, e: e1, g: g1, f: f2, h: h2, i: i1, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
127,1,0.12687312687312688,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
127,2,0.12687312687312688,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d1, e: e2, g: g2, f: f1, h: h1, i: i1, j: j1, k: k2, l: l2, m: m1, n: n1, o: o2, p: p2])
128,1,0.12787212787212787,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
128,2,0.12787212787212787,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e1, g: g2, f: f1, h: h1, i: i1, j: j1, k: k1, l: l2, m: m2, n: n2, o: o2, p: p2])
129,1,0.12887112887112886,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
129,2,0.12887112887112886,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d1, e: e2, g: g2, f: f2, h: h2, i: i1, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p2])
130,1,0.12987012987012986,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
130,2,0.12987012987012986,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e1, g: g1, f: f1, h: h2, i: i1, j: j1, k: k2, l: l1, m: m2, n: n1, o: o2, p: p1])
131,1,0.13086913086913088,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
131,2,0.13086913086913088,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, g: g2, f: f1, h: h1, i: i1, j: j2, k: k1, l: l2, m: m2, n: n1, o: o2, p: p2])
132,1,0.13186813186813187,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
132,2,0.13186813186813187,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e1, g: g2, f: f1, h: h2, i: i1, j: j2, k: k2, l: l2, m: m2, n: n2, o: o2, p: p2])
133,1,0.13286713286713286,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
133,2,0.13286713286713286,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e2, g: g1, f: f1, h: h1, i: i1, j: j1, k: k2, l: l2, m: m2, n: n1, o: o2, p: p1])
134,1,0.13386613386613386,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
134,2,0.13386613386613386,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e1, g: g1, f: f2, h: h2, i: i1, j: j2, k: k1, l: l2, m: m2, n: n1, o: o1, p: p1])
135,1,0.13486513486513488,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
135,2,0.13486513486513488,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d1, e: e1, g: g2, f: f2, h: h2, i: i1, j: j2, k: k2, l: l2, m: m1, n: n1, o: o1, p: p2])
136,1,0.13586413586413587,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
136,2,0.13586413586413587,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c1, d: d2, e: e1, g: g1, f: f2, h: h2, i: i2, j: j2, k: k2, l: l2, m: m2, n: n1, o: o2, p: p2])
137,1,0.13686313686313686,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
137,2,0.13686313686313686,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e1, g: g1, f: f2, h: h2, i: i1, j: j1, k: k2, l: l1, m: m2, n: n2, o: o2, p: p2])
138,1,0.13786213786213786,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
138,2,0.13786213786213786,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e1, g: g1, f: f1, h: h1, i: i1, j: j1, k: k2, l: l2, m: m1, n: n2, o: o1, p: p2])
139,1,0.13886113886113885,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
139,2,0.13886113886113885,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g1, f: f2, h: h2, i: i1, j: j1, k: k2, l: l1, m: m1, n: n2, o: o2, p: p2])
140,1,0.13986013986013987,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
140,2,0.13986013986013987,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e1, g: g2, f: f2, h: h2, i: i1, j: j1, k: k1, l: l1, m: m1, n: n1, o: o1, p: p2])
141,1,0.14085914085914086,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
141,2,0.14085914085914086,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, g: g1, f: f1, h: h2, i: i1, j: j1, k: k1, l: l1, m: m2, n: n1, o: o1, p: p2])
142,1,0.14185814185814186,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
142,2,0.14185814185814186,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e1, g: g2, f: f1, h: h2, i: i2, j: j1, k: k2, l: l2, m: m2, n: n1, o: o2, p: p2])
143,1,0.14285714285714285,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
143,2,0.14285714285714285,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e1, g: g1, f: f1, h: h2, i: i2, j: j1, k: k2, l: l2, m: m2, n: n1, o: o2, p: p1])
144,1,0.14385614385614387,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
144,2,0.14385614385614387,kawaii@1,(Offer  bid:Bid[a: a2, b: b1, c: c2, d: d1, e: e2, g: g1, f: f1, h: h1, i: i1, j: j1, k: k2, l: l2, m: m1, n: n1, o: o2, p: p2])
145,1,0.14485514485514486,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
145,2,0.14485514485514486,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e1, g: g1, f: f2, h: h2, i: i1, j: j2, k: k2, l: l2, m: m1, n: n1, o: o1, p: p1])
146,1,0.14585414585414586,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
146,2,0.14585414585414586,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e2, g: g2, f: f2, h: h1, i: i1, j: j1, k: k1, l: l2, m: m1, n: n1, o: o1, p: p2])
147,1,0.14685314685314685,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
147,2,0.14685314685314685,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e2, g: g2, f: f2, h: h2, i: i1, j: j1, k: k2, l: l2, m: m1, n: n1, o: o1, p: p2])
148,1,0.14785214785214784,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
148,2,0.14785214785214784,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c2, d: d2, e: e2, g: g1, f: f2, h: h2, i: i1, j: j1, k: k1, l: l1, m: m2, n: n1, o: o2, p: p1])
149,1,0.14885114885114886,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
149,2,0.14885114885114886,kawaii@1,(Offer  bid:Bid[a: a2, b: b2, c: c1, d: d2, e: e1, g: g1, f: f2, h: h2, i: i2, j: j1, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
150,1,0.14985014985014986,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
150,2,0.14985014985014986,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c1, d: d2, e: e2, g: g1, f: f2, h: h1, i: i1, j: j1, k: k1, l: l1, m: m2, n: n1, o: o1, p: p2])
151,1,0.15084915084915085,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
151,2,0.15084915084915085,kawaii@1,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d1, e: e2, g: g1, f: f2, h: h2, i: i1, j: j1, k: k2, l: l1, m: m2, n: n1, o: o2, p: p2])
152,1,0.15184815184815184,boa-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.Offering4_max_k_e_min-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.NEXT-.Users.takumu.IdeaProjects.genius.out.production.test.KANAC.HHFM-negotiator.boaframework.omstrategy.BestBid_t@0,(Offer  bid:Bid[a: a1, b: b2, c: c2, d: d2, e: e2, g: g2, f: f1, h: h2, i: i2, j: j2, k: k1, l: l2, m: m1, n: n1, o: o2, p: p1])
152,2,0.15184815184815184,kawaii@1,(Offer  bid:Bid[a: a1, b: b1, c: c2, d: d2, e: e1, g: g1, f: f1, h: h1, i: i1, j: j1, k: k1, l: l1, m: m1, n: n1, o: o2, p: p2])
